Study_Hours_per_Week,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Final_Score
11.5,71.96,92.87,87.57,91.17,87.63
16.5,52.0,69.54,97.11,97.04,79.72
29.5,68.11,100.0,69.91,65.43,88.25
17.3,91.32,73.53,60.32,70.43,71.49
13.2,85.07,77.19,77.55,65.84,73.5
20.8,72.97,78.03,55.54,75.94,76.01
11.0,52.76,62.6,64.44,98.12,66.15
6.9,71.34,46.57,60.39,70.88,53.23
8.2,73.45,96.2,69.83,72.91,84.49
8.2,96.43,90.62,55.56,96.35,80.42
8.8,82.05,51.01,51.59,78.87,56.59
8.5,65.58,89.16,82.84,81.74,83.97
21.0,76.27,83.85,80.51,97.87,83.91
9.5,53.3,67.4,85.42,79.66,76.11
13.6,98.63,59.32,83.02,89.06,70.52
27.4,68.0,99.8,55.71,57.62,85.86
16.8,73.89,87.05,64.55,62.8,74.97
21.7,67.76,79.37,56.48,73.61,73.07
9.3,84.13,79.36,92.15,80.27,78.79
9.8,83.11,48.4,87.35,100.0,63.74
6.0,85.77,70.24,60.08,100.0,72.18
9.2,63.41,54.38,67.07,96.58,65.44
12.0,65.78,56.1,98.33,71.68,69.0
9.4,56.26,82.5,79.71,100.0,80.61
7.2,82.78,96.84,90.06,89.87,89.17
8.0,51.99,66.63,63.23,73.44,68.22
16.5,79.88,57.41,60.5,88.71,68.84
10.2,93.48,81.98,89.2,56.18,79.88
14.1,94.54,96.5,84.29,62.37,89.56
17.6,72.45,90.18,84.05,96.52,88.33
22.3,72.97,98.82,77.63,86.94,92.28
6.0,53.85,73.99,78.18,72.9,70.45
25.0,83.54,92.61,86.78,80.24,88.6
20.7,91.06,54.61,63.5,99.07,67.09
7.0,62.23,63.0,67.64,85.64,68.89
26.8,71.07,71.41,93.58,75.52,77.25
28.0,91.94,79.08,65.44,59.95,73.1
6.5,93.86,97.69,77.32,69.33,85.59
11.9,62.16,96.03,85.13,100.0,91.86
25.2,77.53,55.63,100.0,77.87,68.88
23.7,59.62,57.48,71.76,77.9,64.18
9.6,55.09,64.34,71.4,79.21,67.8
10.2,95.56,60.5,92.13,99.74,73.25
14.3,91.03,81.18,90.28,85.62,84.26
17.1,88.0,99.3,86.55,89.87,90.61
20.5,52.44,100.0,73.16,73.86,87.45
14.2,92.19,83.48,66.2,55.42,78.79
16.6,71.9,95.27,80.44,100.0,87.66
23.7,67.12,78.62,93.81,100.0,87.34
5.9,77.32,54.27,94.19,100.0,67.06
11.3,54.57,74.87,55.42,100.0,74.14
22.8,87.83,80.14,71.42,95.05,80.6
27.4,79.12,92.77,73.24,88.62,85.97
17.8,59.33,58.53,98.88,98.16,72.37
18.3,59.41,67.59,83.9,85.06,74.96
7.7,59.21,64.15,70.36,60.94,65.1
16.2,52.85,100.0,51.3,72.64,85.1
18.3,79.39,72.13,78.27,100.0,80.41
11.1,92.02,88.64,54.8,70.85,76.02
11.7,50.87,88.56,91.72,98.89,84.28
14.4,52.45,60.25,87.63,59.92,64.66
5.5,78.64,75.96,73.03,71.09,71.79
13.1,90.97,97.59,71.46,71.84,88.68
10.3,66.34,71.6,94.87,58.27,75.31
13.2,67.48,100.0,64.42,59.82,83.26
8.0,79.82,55.27,62.45,63.41,60.03
27.3,63.71,52.64,96.96,97.71,74.17
19.8,51.33,99.43,90.46,58.6,92.85
22.0,86.76,97.46,91.03,70.4,91.97
24.7,81.28,100.0,59.76,54.1,80.36
17.5,79.04,86.01,57.16,88.21,80.23
7.2,87.08,98.36,51.3,84.1,85.03
18.4,83.76,95.14,61.85,85.96,85.98
19.7,60.29,96.58,88.71,74.04,90.8
23.6,67.62,81.23,62.0,64.13,76.7
15.8,56.31,67.68,86.46,91.21,72.27
8.2,56.49,98.53,62.6,94.32,83.85
12.1,83.81,69.56,69.76,61.12,69.11
14.1,92.93,76.56,99.16,80.29,83.86
21.1,98.14,73.1,62.24,66.17,71.41
19.3,81.42,79.68,68.82,62.54,77.06
13.9,59.21,72.4,65.05,90.62,73.29
29.7,55.28,51.79,55.48,80.23,64.27
20.1,90.64,98.95,74.49,65.28,88.32
10.9,78.94,69.93,68.93,69.64,66.96
7.5,80.91,77.59,84.74,100.0,81.32
8.8,89.07,50.99,90.88,97.88,71.43
11.1,85.16,43.53,77.21,98.63,62.47
9.0,91.72,57.42,51.61,76.1,59.68
9.7,52.81,85.19,80.95,86.05,79.1
12.1,87.38,49.58,52.77,72.01,55.31
9.3,92.54,97.32,80.82,58.74,90.03
27.4,64.31,61.12,84.25,75.1,70.65
7.0,82.02,54.38,59.89,83.29,59.89
18.1,65.71,56.32,90.97,69.82,67.6
15.3,97.9,45.43,95.55,98.13,66.29
29.6,51.67,95.19,90.65,63.0,92.14
7.8,78.99,94.84,65.26,72.28,80.69
14.9,58.33,81.32,79.33,61.01,79.4
29.2,85.61,60.05,95.74,75.98,74.43
26.6,58.79,65.1,66.03,55.94,69.72
25.4,61.77,76.18,91.0,69.09,82.46
11.4,74.72,100.0,50.47,73.07,83.17
9.3,95.74,57.63,50.18,76.92,60.71
21.7,60.59,90.41,87.99,82.46,87.39
28.2,57.21,74.83,88.07,69.03,78.32
18.9,87.95,63.54,89.45,81.52,70.7
19.3,75.03,73.14,96.5,81.24,82.66
12.0,95.59,47.87,55.9,69.16,57.27
24.2,57.33,95.18,61.6,95.21,84.21
9.7,82.3,57.51,95.19,82.99,66.16
13.1,61.64,87.45,58.86,70.14,73.0
15.6,57.84,48.78,84.11,100.0,66.45
17.7,84.17,100.0,76.52,96.85,90.88
11.1,79.68,54.91,54.16,100.0,61.84
7.9,87.74,95.33,64.26,88.47,85.68
20.3,65.47,94.66,76.02,73.47,85.28
12.2,72.4,100.0,92.62,69.6,91.8
19.5,70.27,74.52,85.38,88.29,79.12
8.9,99.2,86.31,81.09,100.0,84.93
17.0,64.61,67.34,74.8,85.83,69.21
18.3,64.74,56.55,64.93,97.98,64.48
6.3,67.73,68.47,55.96,69.82,66.85
13.4,78.23,53.96,70.45,74.58,61.66
8.4,62.62,100.0,51.43,98.4,87.12
6.6,95.76,47.75,60.55,91.47,63.49
29.7,63.28,84.26,71.62,100.0,85.41
13.1,94.79,81.52,70.93,93.0,83.14
25.2,55.17,79.84,52.21,75.56,75.72
11.4,82.83,83.15,79.45,81.32,79.82
22.0,95.35,53.57,77.48,99.68,69.33
24.0,58.44,80.5,53.91,80.81,79.31
19.9,98.42,63.2,97.16,68.6,73.35
16.8,72.64,100.0,54.97,75.08,82.98
15.3,97.29,90.31,92.74,81.38,86.36
13.7,83.84,100.0,50.02,57.84,81.68
28.2,65.08,50.71,94.11,92.84,67.79
25.8,59.42,64.85,50.99,58.53,67.73
29.1,65.19,60.46,87.89,75.52,72.38
8.1,54.65,43.1,68.08,94.31,58.69
23.3,57.19,61.53,86.91,78.59,70.8
28.5,55.23,89.28,70.09,96.31,83.5
9.5,71.15,56.72,53.55,70.3,57.29
6.7,89.78,72.55,88.38,100.0,76.67
23.5,57.07,100.0,53.56,63.68,84.57
19.4,56.52,87.45,96.11,57.68,85.0
26.0,82.17,71.48,52.55,96.77,74.66
8.5,59.86,64.9,73.97,92.05,66.91
24.9,54.88,74.81,86.15,66.77,77.21
10.0,58.34,53.62,69.66,100.0,61.97
9.1,96.19,80.77,60.86,78.76,76.63
9.1,91.07,64.58,87.95,100.0,75.39
25.4,67.7,98.76,89.21,80.6,90.5
21.6,82.79,91.87,96.13,79.36,92.01
18.1,76.86,82.06,68.81,76.59,82.94
14.0,83.86,66.05,75.31,71.26,71.87
26.9,84.13,60.67,68.16,80.78,68.99
14.8,81.44,91.01,62.85,76.4,81.23
25.4,63.31,76.8,87.55,57.09,77.56
16.0,51.95,58.29,66.98,67.04,61.67
14.4,72.78,56.03,71.41,64.94,63.6
16.6,94.55,54.9,70.18,97.58,64.95
12.5,78.47,90.38,85.63,85.08,82.73
23.7,91.62,60.85,95.89,93.93,76.3
17.6,99.58,76.88,83.34,100.0,82.02
10.8,58.18,70.33,73.58,86.61,71.19
27.5,84.59,83.03,88.96,100.0,85.0
14.6,83.71,97.01,82.05,70.51,88.68
18.6,99.0,97.64,53.03,62.49,81.53
27.7,99.28,75.37,54.78,73.46,74.31
20.6,84.33,47.1,51.9,76.65,60.72
7.9,62.18,67.96,72.84,99.14,73.08
28.5,89.93,84.92,91.29,83.48,84.93
20.7,55.35,79.68,65.65,68.55,72.98
13.4,89.03,83.1,69.21,91.28,80.77
8.5,95.51,51.79,95.47,81.02,64.6
24.9,69.14,86.26,91.85,63.62,80.95
20.5,81.53,57.11,83.25,83.84,70.41
18.3,71.51,90.52,63.34,99.37,84.87
27.3,71.89,68.54,55.85,95.48,73.09
24.7,65.52,90.0,50.8,82.39,81.1
8.8,88.11,45.51,55.35,72.17,54.78
12.8,96.81,68.31,64.63,58.23,67.18
11.2,97.04,85.66,77.59,78.14,82.99
23.6,58.74,60.69,53.2,90.79,68.71
5.8,93.74,89.46,56.81,71.42,77.35
19.2,86.87,83.61,59.05,65.31,75.03
24.1,62.64,82.48,81.6,100.0,82.05
26.9,53.36,69.28,80.79,95.93,75.0
13.6,63.4,73.03,77.54,86.56,75.53
25.5,95.61,83.49,62.53,60.59,74.49
7.8,81.66,70.69,68.56,61.36,70.1
26.2,86.05,89.76,54.83,58.45,81.04
8.2,62.86,68.48,61.32,84.49,65.08
14.9,85.97,56.61,94.89,61.47,66.4
24.9,51.41,60.31,98.98,98.07,75.28
8.7,68.77,42.96,82.38,100.0,60.59
10.7,81.34,61.27,95.84,74.07,72.3
23.1,57.3,91.87,82.14,77.61,86.23
23.0,91.15,94.55,51.66,88.68,87.04
21.0,61.75,58.45,99.84,100.0,73.68
22.3,82.61,100.0,54.95,98.0,86.9
18.6,70.26,75.72,84.13,57.93,73.96
11.3,79.8,98.41,62.64,62.21,84.92
13.6,55.37,86.49,69.6,91.91,81.09
9.5,50.85,86.2,82.3,89.38,83.34
27.7,95.48,53.41,71.82,60.97,65.77
19.6,63.48,59.08,62.53,78.85,61.26
15.0,90.98,45.03,66.72,93.04,58.11
16.6,99.97,87.95,67.08,64.96,78.97
28.7,60.57,69.28,97.97,99.44,79.39
8.8,63.26,89.84,89.93,58.05,81.85
19.7,83.14,66.25,72.93,93.49,75.14
17.6,98.27,94.44,59.99,84.39,87.39
20.3,95.79,53.93,90.55,71.19,67.8
5.5,75.14,52.05,57.86,89.52,59.14
26.8,89.76,68.49,60.52,92.75,72.18
28.3,56.79,73.0,68.3,100.0,77.19
19.1,98.87,66.65,94.02,74.03,76.41
22.4,98.22,92.54,56.59,87.7,86.16
28.1,58.19,54.25,56.11,83.5,64.43
22.7,64.97,67.88,74.7,80.74,68.56
8.8,55.01,92.87,63.82,98.35,82.9
19.4,63.59,49.83,78.44,54.87,63.15
20.2,90.8,100.0,72.58,68.46,88.14
15.6,68.92,100.0,71.75,81.22,90.57
23.4,54.42,52.33,55.6,62.25,58.01
28.4,67.11,66.0,57.05,98.81,71.78
28.1,99.07,70.77,91.05,87.84,78.55
16.3,81.48,91.47,94.29,79.55,86.64
7.8,70.81,78.1,61.73,94.44,76.34
29.6,58.33,87.54,55.67,75.88,81.72
26.0,99.31,93.25,52.67,81.09,84.28
8.1,91.04,49.51,80.41,54.96,57.73
28.0,64.07,98.39,85.77,73.44,91.44
26.7,53.5,90.35,68.64,61.06,84.13
18.0,52.83,80.04,83.98,89.52,84.0
19.8,56.02,99.32,85.65,79.09,90.1
15.0,79.04,86.52,96.77,70.9,82.18
6.4,96.44,54.02,53.24,76.58,61.02
13.4,74.84,69.8,59.61,64.06,67.52
25.1,92.15,77.17,53.43,99.46,79.06
5.1,72.29,44.84,93.4,58.3,59.59
13.3,85.43,100.0,89.63,98.65,92.4
15.0,86.59,52.21,78.73,80.29,64.94
18.4,58.7,87.37,54.18,84.2,81.13
28.0,68.06,78.77,63.67,68.95,76.05
13.7,81.87,45.65,64.89,100.0,58.42
13.7,53.53,99.59,78.04,68.77,84.15
23.4,68.08,98.13,62.9,83.21,85.81
16.3,76.74,76.35,53.65,100.0,74.03
10.6,99.81,56.92,86.54,99.24,72.21
16.3,73.73,52.19,64.95,80.72,59.8
8.5,90.8,64.35,72.62,100.0,74.21
9.4,71.6,58.15,56.38,88.45,60.48
17.5,89.82,75.65,90.13,65.85,82.91
15.5,79.77,100.0,78.28,74.98,92.7
27.9,94.33,82.87,95.08,72.42,86.29
14.1,70.55,97.63,74.77,71.69,83.48
19.5,80.22,84.9,97.07,93.84,87.64
20.8,81.5,74.75,94.59,84.89,80.45
5.3,70.87,92.87,78.82,56.63,79.31
21.6,57.22,74.76,96.69,99.67,82.8
9.5,54.68,94.97,66.15,68.81,80.17
29.0,50.83,66.19,68.28,100.0,71.92
8.7,93.68,50.34,52.27,100.0,59.7
15.4,61.82,95.94,79.46,100.0,88.35
7.1,60.58,77.37,86.1,95.73,82.74
29.9,86.8,100.0,88.68,66.35,92.31
17.6,66.0,100.0,57.49,80.08,86.62
19.9,75.3,49.19,72.21,65.55,61.02
6.7,58.13,72.07,58.84,66.51,68.16
23.7,97.99,69.61,83.11,85.54,78.29
10.2,92.58,80.61,57.9,55.51,74.42
27.5,93.19,95.87,95.21,100.0,96.32
10.1,70.34,59.87,61.53,99.62,66.57
9.8,88.12,76.35,64.57,72.91,73.49
5.9,57.19,84.29,92.55,81.32,81.65
16.8,50.43,53.11,72.92,77.69,60.98
19.1,51.0,94.57,51.2,97.18,83.02
6.6,79.33,78.35,74.73,88.91,77.64
24.4,72.77,100.0,54.23,67.16,85.99
16.3,75.9,65.26,99.27,78.3,75.63
18.1,50.37,51.92,79.41,76.21,62.92
16.0,71.13,75.19,62.83,100.0,75.55
15.0,85.9,49.65,78.19,63.46,60.5
19.0,72.13,100.0,53.84,57.71,83.79
8.9,86.61,44.99,89.99,99.43,63.73
9.5,61.65,88.06,96.27,100.0,87.77
26.5,90.66,79.46,93.72,99.21,88.28
28.7,79.42,70.73,67.09,79.58,73.11
14.3,60.54,48.24,66.29,86.97,60.92
11.8,61.84,80.87,51.75,81.28,73.51
21.1,81.4,81.44,82.57,58.42,83.43
15.2,91.5,61.41,76.75,84.4,69.64
5.6,70.78,96.29,72.97,55.06,83.57
8.9,62.92,60.92,95.38,71.97,69.77
22.9,93.35,73.85,58.39,100.0,73.62
21.5,83.46,79.08,50.48,68.23,72.46
5.7,72.4,47.72,53.67,100.0,59.17
10.5,74.4,99.08,61.17,66.18,82.87
10.8,60.21,65.71,51.66,68.83,59.62
21.8,81.34,51.39,75.14,85.93,65.18
5.5,67.94,64.89,65.7,92.02,65.89
7.6,99.78,78.29,59.02,78.61,74.33
25.0,74.01,78.32,87.5,99.36,86.55
9.5,74.29,84.52,60.22,55.62,75.86
21.3,78.29,49.72,84.38,100.0,70.28
11.0,95.84,60.37,67.46,63.87,63.93
7.5,90.04,91.4,75.59,98.75,85.71
11.1,72.56,48.12,96.69,75.84,62.41
23.1,85.93,98.26,51.87,94.75,85.87
26.4,79.31,53.43,75.01,88.08,65.5
25.8,74.62,97.81,92.72,64.36,89.05
14.9,59.62,66.12,79.4,100.0,75.87
21.7,73.2,83.24,63.84,66.11,73.68
10.1,62.29,52.2,69.88,66.4,62.33
12.3,95.74,47.66,84.01,95.75,67.32
27.4,66.77,61.18,94.54,60.96,72.8
5.3,97.61,49.26,52.05,64.22,53.15
7.1,76.65,60.87,53.58,78.39,59.69
10.2,81.58,73.92,66.25,95.49,73.58
5.7,77.15,77.04,61.64,61.07,71.92
9.5,56.47,90.24,63.25,81.18,80.03
19.6,68.79,85.25,61.06,89.22,78.1
15.5,54.96,81.18,59.79,96.62,79.27
27.3,81.15,72.9,56.53,100.0,78.73
25.4,72.34,76.05,96.7,95.03,83.32
13.5,88.9,68.92,57.21,86.07,70.28
11.5,61.02,93.98,60.22,75.29,78.52
14.5,58.23,58.15,62.31,59.35,60.54
19.8,70.32,46.28,96.65,91.29,67.36
11.7,96.33,82.59,87.79,100.0,85.4
20.6,85.52,58.33,89.48,92.21,71.4
15.2,70.95,97.97,55.24,54.15,80.8
18.8,75.86,97.18,91.82,80.32,90.7
15.9,54.21,49.37,70.41,84.95,60.46
12.4,99.23,50.1,63.14,88.27,62.45
28.7,83.32,78.32,78.79,90.72,78.41
24.1,64.27,83.78,91.11,83.38,84.85
8.5,79.29,59.04,88.93,66.51,68.2
26.7,55.47,91.02,94.5,100.0,90.28
17.2,98.29,80.85,96.41,90.61,84.59
27.4,58.74,67.71,61.91,65.55,68.38
25.0,82.4,49.02,71.19,70.39,61.26
15.6,62.27,89.69,50.73,99.14,80.54
5.6,85.88,54.57,93.97,100.0,69.73
11.7,88.84,93.58,57.73,73.72,77.78
18.5,83.67,70.77,93.07,57.5,76.75
20.8,80.72,80.86,66.47,56.41,75.41
11.4,94.62,95.8,68.41,68.3,88.17
8.5,53.93,94.37,51.96,84.58,77.91
25.9,66.55,70.06,66.34,83.19,71.67
29.6,62.41,61.41,94.42,87.36,74.59
18.1,99.4,91.94,51.28,88.94,83.53
9.3,69.47,68.77,70.32,55.17,64.02
11.8,86.63,55.06,51.57,58.34,56.7
5.5,84.24,95.92,68.55,72.08,84.71
27.9,60.6,60.26,58.63,61.26,62.56
7.9,61.95,43.92,62.61,57.53,55.17
19.4,64.06,47.04,93.88,87.68,64.71
11.9,70.56,80.91,71.8,95.08,77.5
18.9,61.72,85.37,63.69,91.45,81.57
21.3,50.98,65.05,79.47,95.62,76.02
25.7,93.97,66.91,57.11,86.72,72.13
10.2,98.28,63.43,62.97,90.55,70.92
5.3,67.08,82.4,77.31,68.23,80.02
8.4,66.93,46.01,61.88,100.0,56.7
27.5,50.35,100.0,83.96,64.2,91.96
26.8,84.01,61.39,74.57,65.19,66.38
19.9,91.27,100.0,88.6,69.77,92.94
20.0,57.33,56.29,97.41,100.0,72.17
21.6,57.98,92.77,55.79,100.0,86.4
9.4,89.5,56.22,66.73,93.74,67.46
27.9,80.81,53.22,65.98,85.41,66.49
15.5,52.24,97.15,57.56,79.45,83.83
14.6,81.13,95.91,90.52,100.0,93.17
18.0,65.45,69.61,87.99,90.06,76.66
6.2,68.44,84.0,74.22,100.0,80.64
9.2,88.49,76.18,76.89,70.44,78.0
23.5,90.55,98.23,52.98,69.87,87.87
7.1,70.02,61.03,77.78,97.41,68.86
20.1,97.36,77.45,89.57,62.86,80.3
11.1,70.32,72.45,78.69,100.0,76.52
14.7,88.59,65.64,63.27,79.17,65.93
12.2,74.19,97.15,83.38,100.0,90.18
13.9,94.88,54.12,68.07,70.92,65.96
23.0,95.39,55.87,77.24,90.43,67.92
12.4,54.37,78.33,74.38,78.6,79.88
19.2,96.82,85.21,69.06,85.48,84.48
16.9,91.28,56.75,85.94,80.38,69.92
21.6,89.57,69.92,94.19,100.0,81.66
28.4,60.05,100.0,50.26,87.63,85.09
23.3,90.26,61.79,96.68,68.37,73.2
10.4,92.51,83.22,75.58,100.0,85.04
5.8,64.46,86.15,85.04,69.8,79.37
11.6,97.61,70.37,92.78,74.15,78.44
19.9,52.49,100.0,73.36,59.51,83.89
6.3,57.5,86.09,91.75,100.0,82.55
17.4,76.88,72.7,58.88,67.84,74.17
19.9,78.79,80.13,57.96,66.43,74.74
13.4,82.26,85.58,82.87,100.0,84.07
24.3,50.85,82.82,93.51,95.89,88.28
7.7,98.02,95.03,94.62,62.73,90.43
6.9,52.23,63.48,82.19,93.4,71.78
23.2,57.15,64.95,76.27,100.0,72.34
17.4,50.7,58.05,66.57,57.92,61.56
22.2,78.34,48.93,99.0,97.2,70.24
15.9,96.61,47.35,65.98,81.33,61.78
11.2,83.3,95.56,87.21,88.69,88.75
25.5,91.13,88.35,76.6,79.24,85.9
25.0,50.66,87.13,80.43,89.72,85.47
22.4,77.1,83.6,69.67,55.88,80.5
11.8,72.98,94.49,98.24,94.03,92.89
19.8,74.95,74.76,78.58,56.38,71.79
14.0,53.61,96.42,96.89,78.57,89.75
7.3,84.22,63.76,50.38,60.57,60.29
27.9,75.16,100.0,78.63,95.9,94.76
8.4,88.26,84.44,85.86,70.83,83.06
28.8,74.26,64.07,87.25,77.94,74.57
16.2,57.47,78.71,95.25,77.16,80.27
9.6,82.41,74.86,50.22,91.64,71.68
18.5,58.62,53.82,50.02,77.06,59.62
26.8,93.62,83.51,73.61,93.87,83.12
23.3,80.66,65.88,51.46,56.77,63.26
25.2,57.86,50.7,98.73,65.5,62.97
21.5,98.12,100.0,61.1,81.25,91.02
22.3,75.92,85.18,73.63,100.0,85.27
26.2,53.64,100.0,53.06,56.92,84.09
11.2,81.34,83.92,76.1,56.72,80.22
17.2,62.66,66.58,69.0,61.97,65.68
10.5,90.18,73.91,52.23,85.19,67.99
29.7,90.89,89.45,66.76,73.96,85.14
28.6,98.95,100.0,69.57,95.45,93.59
6.0,75.09,57.02,99.5,59.57,63.91
22.6,72.75,99.28,60.39,63.44,86.01
28.1,87.67,100.0,77.24,69.63,90.45
9.5,56.62,83.07,99.37,87.3,82.29
19.2,77.35,100.0,89.6,89.64,93.12
27.9,77.31,72.24,99.67,62.19,74.86
5.8,54.47,98.92,98.41,100.0,91.6
22.4,70.9,88.89,74.48,71.52,81.93
12.4,92.66,46.24,84.82,90.75,64.79
28.1,92.81,100.0,55.52,79.54,88.0
29.3,54.96,77.86,72.06,65.46,77.94
28.6,54.54,76.2,90.45,97.74,77.94
16.9,63.13,79.06,75.27,95.43,77.87
26.6,93.74,56.94,85.13,74.91,71.33
26.1,56.45,75.98,87.29,84.67,79.66
13.0,86.0,93.77,62.67,66.65,83.68
25.7,55.06,48.64,93.78,90.12,63.98
5.9,81.16,58.15,72.99,69.83,65.36
19.9,67.8,46.12,60.51,95.83,58.58
10.8,89.45,68.18,93.27,66.47,72.7
8.0,61.68,86.1,70.89,54.99,78.3
6.9,81.96,90.0,87.52,68.68,86.04
22.4,61.78,100.0,77.4,64.19,90.5
13.5,85.68,80.56,69.09,79.56,81.54
23.1,93.68,62.21,90.49,65.62,74.91
6.6,56.34,97.43,79.22,92.91,86.19
12.9,93.33,90.39,69.53,66.24,82.13
18.5,79.68,80.02,55.48,88.68,75.73
24.8,56.36,89.18,94.77,84.61,92.28
13.0,71.38,99.36,51.77,100.0,87.99
20.6,58.04,88.92,93.16,100.0,88.68
27.1,85.02,70.23,68.0,97.56,77.87
20.4,87.94,88.9,81.97,92.92,85.06
10.8,55.29,45.66,96.11,75.09,62.53
5.6,75.31,64.86,57.59,91.12,64.84
26.8,90.73,72.42,78.35,100.0,76.68
5.5,96.81,51.66,88.22,56.46,64.1
26.9,75.68,49.46,87.88,82.17,68.58
18.2,97.51,53.46,76.28,65.48,65.31
28.5,76.78,87.83,81.24,82.76,86.13
25.0,69.71,95.64,87.88,78.59,88.21
29.9,92.41,100.0,92.05,84.31,93.95
13.8,74.65,64.92,88.09,82.84,71.16
24.2,73.6,83.22,67.7,100.0,81.94
15.0,74.52,100.0,99.84,83.6,96.24
17.0,92.34,55.12,71.73,96.61,69.35
20.7,91.6,89.27,51.22,69.06,76.23
26.8,70.18,93.34,68.13,76.0,84.31
29.6,66.66,54.22,56.39,76.9,61.55
24.2,74.6,98.93,56.07,67.3,80.35
15.4,78.64,93.41,64.08,72.83,83.99
15.5,61.92,46.65,52.67,83.09,55.73
23.4,89.7,52.49,84.43,84.08,67.83
11.0,74.32,46.25,53.7,85.04,58.65
7.8,66.7,62.42,60.16,71.2,63.83
13.9,55.34,74.73,54.64,69.07,68.7
12.2,61.94,75.6,53.16,83.77,72.31
12.4,97.46,59.78,63.39,60.44,65.8
10.8,65.25,97.94,78.59,67.37,86.76
6.1,58.44,63.93,98.23,58.0,71.02
5.4,73.03,44.35,93.78,59.26,58.79
29.7,65.35,66.92,93.8,67.8,75.69
15.7,51.76,76.58,58.8,54.51,70.1
14.6,66.16,68.87,63.25,66.06,66.88
22.0,77.21,63.03,53.82,85.98,66.16
10.5,77.59,51.03,88.92,58.4,65.24
28.7,67.83,97.76,53.49,75.05,89.02
24.7,72.37,100.0,77.83,100.0,96.29
7.2,98.28,61.93,62.39,93.3,64.96
15.4,68.87,67.52,62.17,69.0,65.27
27.0,62.91,85.18,99.54,100.0,87.34
28.6,62.17,91.69,87.84,71.75,88.27
16.7,72.89,68.53,91.85,59.14,68.26
20.3,87.98,100.0,78.6,100.0,92.28
9.2,60.3,76.36,93.55,99.11,83.09
29.8,85.46,75.96,82.27,78.24,82.28
10.8,51.06,82.04,97.31,89.16,82.08
28.6,70.95,100.0,64.07,87.4,89.12
21.2,88.79,94.03,79.77,64.51,87.88
20.2,66.94,48.46,84.51,65.07,64.11
17.8,78.19,65.28,69.65,77.66,68.9
10.8,60.25,71.47,93.99,100.0,77.86
9.4,87.1,61.69,98.99,56.44,69.24
10.5,52.61,85.16,74.69,93.61,78.35
9.7,92.63,92.49,69.53,57.05,81.02
24.5,59.91,91.23,73.6,78.33,84.39
13.8,93.72,100.0,92.64,87.45,91.52
6.4,67.63,58.27,82.27,89.28,68.63
29.2,86.13,100.0,52.24,56.05,85.97
27.1,65.96,94.13,77.11,75.56,88.87
28.2,95.3,70.19,50.87,82.24,70.47
29.9,56.33,93.02,88.93,58.64,83.81
9.3,58.93,49.03,66.42,60.74,57.4
14.9,74.65,91.83,73.6,87.6,84.0
24.0,54.1,79.14,89.93,81.48,79.97
22.4,59.8,64.26,52.32,61.23,61.92
8.8,97.19,81.99,57.93,80.24,75.6
25.4,98.82,86.12,69.9,99.82,88.56
10.6,68.81,55.75,61.5,54.47,58.2
10.6,96.16,45.0,66.9,86.14,56.95
18.4,77.24,71.54,99.91,59.67,78.41
19.8,63.49,80.11,91.27,55.8,79.67
19.5,85.12,98.45,94.2,63.18,87.4
7.3,82.95,97.88,96.85,76.96,92.1
26.9,99.46,79.8,67.05,94.14,85.35
11.6,63.25,88.71,64.85,67.98,73.89
8.2,83.6,68.82,61.7,84.98,67.33
27.2,52.6,92.92,91.51,76.05,83.87
28.9,55.68,60.96,83.98,66.76,69.98
26.6,50.2,70.24,61.81,79.42,73.39
25.2,99.97,85.61,68.85,94.0,84.73
21.4,90.11,47.51,75.34,96.14,67.21
18.8,89.34,88.99,76.41,96.91,88.11
7.2,75.49,92.29,94.44,72.6,89.79
15.2,65.0,68.51,69.03,93.81,74.39
14.3,57.56,71.17,95.43,66.34,74.56
11.5,64.23,94.53,72.07,91.24,85.88
23.1,68.8,93.47,87.32,100.0,89.61
17.4,87.82,62.51,96.51,56.48,71.23
7.0,76.98,61.54,95.38,77.74,71.07
10.5,53.87,83.88,52.85,85.56,75.0
22.1,50.9,80.42,60.29,88.71,79.44
6.9,55.12,51.8,73.85,63.23,58.51
26.3,70.52,66.49,71.58,100.0,72.68
17.4,96.66,99.22,82.04,85.68,90.35
17.0,81.87,86.39,97.24,64.05,86.26
19.8,90.09,100.0,55.62,54.37,81.48
25.6,73.32,93.7,72.59,93.52,88.07
13.7,68.08,100.0,59.62,57.57,85.71
22.0,55.42,59.57,94.71,62.73,70.36
19.1,93.8,92.02,98.23,84.63,91.15
11.7,89.16,44.72,73.94,84.62,59.85
27.0,58.41,88.35,55.2,87.65,79.31
24.9,75.61,75.63,89.26,75.04,78.41
21.5,74.37,67.26,84.86,93.78,75.7
26.3,81.25,99.63,67.73,100.0,92.34
26.7,97.31,99.27,94.37,69.21,95.99
22.7,78.99,48.15,98.79,91.08,68.83
25.9,77.01,84.34,77.89,100.0,87.9
22.4,52.52,68.79,78.29,89.01,77.33
22.0,53.15,71.54,64.88,87.95,74.56
20.5,59.37,96.07,79.23,65.94,88.87
23.8,51.62,65.73,71.98,81.08,68.99
9.0,87.17,99.28,65.11,82.04,84.37
27.0,86.17,58.88,53.36,88.21,67.36
26.8,56.8,87.8,62.64,100.0,81.07
5.7,91.8,82.04,59.89,55.27,72.55
